"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 22, 2018","5.180","5.180","5.180","5.180","-","1.97%"
"Feb 21, 2018","5.080","5.080","5.080","5.080","-","-1.93%"
"Feb 20, 2018","5.180","5.150","5.180","5.150","4.56K","0.04%"
"Feb 14, 2018","5.178","5.178","5.178","5.178","-","1.73%"
"Feb 13, 2018","5.090","5.090","5.090","5.090","-","-1.17%"
"Feb 09, 2018","5.150","5.150","5.150","5.150","-","-0.19%"
"Feb 06, 2018","5.160","5.160","5.160","5.160","-","1.12%"
"Feb 02, 2018","5.103","5.080","5.103","5.080","1.56K","-1.68%"
"Feb 01, 2018","5.190","5.190","5.190","5.190","-","0.78%"
"Jan 31, 2018","5.150","5.080","5.150","5.080","54.84K","-2.65%"
"Jan 30, 2018","5.290","5.070","5.290","5.070","0.56K","0.65%"
"Jan 29, 2018","5.256","5.256","5.256","5.256","-","0.31%"
"Jan 26, 2018","5.240","5.118","5.240","5.118","1.90K","2.75%"
"Jan 24, 2018","5.100","5.100","5.100","5.100","-","-0.04%"
"Jan 23, 2018","5.102","5.102","5.102","5.102","-","4.12%"
"Jan 19, 2018","4.900","4.910","4.910","4.900","5.20K","0.00%"
"Jan 18, 2018","4.900","4.900","4.900","4.900","-","-2.78%"
"Jan 16, 2018","5.040","5.040","5.040","5.040","-","2.02%"
"Jan 12, 2018","4.940","4.930","4.940","4.930","4.40K","1.65%"
"Jan 11, 2018","4.860","4.880","4.880","4.860","0.79K","-3.36%"
"Jan 10, 2018","5.029","5.028","5.029","4.920","2.67K","0.60%"
"Jan 09, 2018","4.999","4.990","5.000","4.990","20.82K","-3.12%"
"Jan 05, 2018","5.160","5.120","5.160","4.940","5.67K","3.41%"
"Jan 04, 2018","4.990","4.900","5.010","4.900","46.25K","3.96%"
"Jan 03, 2018","4.800","4.830","4.830","4.800","0.87K","-0.12%"
"Jan 02, 2018","4.806","4.806","4.806","4.806","-","2.26%"
"Dec 29, 2017","4.700","4.700","4.700","4.700","-","2.62%"
"Dec 27, 2017","4.580","4.540","4.580","4.540","0.60K","0.13%"
"Dec 26, 2017","4.574","4.550","4.574","4.550","2.30K","0.53%"
"Dec 22, 2017","4.550","4.550","4.550","4.550","-","-0.44%"
"Dec 21, 2017","4.570","4.570","4.570","4.570","-","0.44%"
"Dec 20, 2017","4.550","4.550","4.550","4.550","-","0.00%"
"Dec 19, 2017","4.550","4.640","4.640","4.550","0.63K","-3.48%"
"Dec 18, 2017","4.714","4.714","4.714","4.714","-","4.06%"
"Dec 15, 2017","4.530","4.540","4.574","4.530","3.56K","-0.44%"
"Dec 14, 2017","4.550","4.550","4.590","4.550","14.54K","-1.52%"
"Dec 13, 2017","4.620","4.620","4.620","4.620","-","3.77%"
"Dec 12, 2017","4.452","4.488","4.488","4.452","0.49K","-2.62%"
"Dec 11, 2017","4.572","4.572","4.572","4.572","-","-0.39%"
"Dec 08, 2017","4.590","4.590","4.590","4.590","-","0.00%"
"Dec 06, 2017","4.590","4.590","4.590","4.590","0.40K","3.38%"
"Dec 05, 2017","4.440","4.440","4.580","4.440","2.38K","-0.85%"
"Dec 04, 2017","4.478","4.478","4.478","4.478","-","-0.49%"
"Dec 01, 2017","4.500","4.500","4.500","4.500","-","3.21%"
"Nov 30, 2017","4.360","4.415","4.415","4.360","0.79K","-0.68%"
"Nov 28, 2017","4.390","4.390","4.580","4.390","1.70K","-3.00%"
"Nov 27, 2017","4.526","4.502","4.526","4.350","1.51K","-0.75%"
"Nov 24, 2017","4.560","4.560","4.560","4.560","-","3.64%"
"Nov 22, 2017","4.400","4.330","4.528","4.330","150.83K","5.26%"
"Nov 21, 2017","4.180","4.250","4.430","4.180","135.95K","3.21%"
"Nov 20, 2017","4.050","4.350","4.414","4.050","280.44K","-8.58%"
"Nov 17, 2017","4.430","4.432","4.520","4.310","50.85K","0.45%"
"Nov 16, 2017","4.410","4.490","4.490","4.410","1.55K","-1.61%"
"Nov 15, 2017","4.482","4.410","4.482","4.410","11.39K","2.10%"
"Nov 14, 2017","4.390","4.360","4.450","4.350","93.11K","-1.35%"
"Nov 13, 2017","4.450","4.210","4.450","4.210","3.93K","2.96%"
"Nov 10, 2017","4.322","4.210","4.322","4.210","22.36K","0.39%"
"Nov 09, 2017","4.305","4.350","4.350","4.270","1.88K","1.18%"
"Nov 08, 2017","4.255","4.160","4.255","4.160","6.54K","-0.58%"
"Nov 07, 2017","4.280","4.364","4.504","4.280","6.67K","-0.93%"
"Nov 06, 2017","4.320","4.442","4.442","4.320","0.94K","0.00%"
"Nov 03, 2017","4.320","4.210","4.320","4.210","2.40K","-2.04%"
"Nov 02, 2017","4.410","4.408","4.460","4.360","21.02K","2.46%"
"Nov 01, 2017","4.304","4.302","4.390","4.280","17.75K","0.33%"
"Oct 31, 2017","4.290","4.330","4.330","4.290","18.35K","1.90%"
"Oct 30, 2017","4.210","4.210","4.420","4.210","16.50K","0.24%"
"Oct 27, 2017","4.200","4.380","4.380","4.200","7.20K","-3.23%"
"Oct 26, 2017","4.340","4.260","4.340","4.110","28.44K","3.43%"
"Oct 25, 2017","4.196","4.190","4.196","4.160","25.21K","-1.27%"
"Oct 24, 2017","4.250","4.440","4.440","4.240","16.43K","0.00%"
"Oct 23, 2017","4.250","4.446","4.446","4.220","4.84K","-4.58%"
"Oct 20, 2017","4.454","4.480","4.480","4.360","8.20K","-0.13%"
"Oct 19, 2017","4.460","4.390","4.460","4.350","6.11K","-1.55%"
"Oct 18, 2017","4.530","4.520","4.600","4.520","174.14K","3.19%"
"Oct 17, 2017","4.390","4.418","4.418","4.390","11.71K","-0.23%"
"Oct 16, 2017","4.400","4.522","4.560","4.400","42.39K","-0.23%"
"Oct 13, 2017","4.410","4.578","4.610","4.410","30.40K","-2.00%"
"Oct 12, 2017","4.500","4.590","4.600","4.440","32.61K","-0.88%"
"Oct 11, 2017","4.540","4.560","4.600","4.410","17.48K","2.48%"
"Oct 10, 2017","4.430","4.363","4.454","4.360","19.74K","1.79%"
"Oct 09, 2017","4.352","4.352","4.352","4.320","4.22K","0.74%"
"Oct 06, 2017","4.320","4.348","4.432","4.320","11.09K","-4.42%"
"Oct 05, 2017","4.520","4.486","4.530","4.430","58.81K","1.57%"
"Oct 04, 2017","4.450","4.612","4.612","4.450","30.49K","-0.54%"
"Oct 03, 2017","4.474","4.450","4.590","4.450","22.33K","0.25%"
"Oct 02, 2017","4.463","4.478","4.478","4.450","21.20K","-2.17%"
"Sep 29, 2017","4.562","4.546","4.562","4.474","1.26K","-0.39%"
"Sep 28, 2017","4.580","4.676","4.676","4.580","0.72K","-0.22%"
"Sep 27, 2017","4.590","4.810","4.810","4.590","3.12K","-4.57%"
"Sep 25, 2017","4.810","4.780","4.880","4.780","6.62K","1.37%"
"Sep 22, 2017","4.745","4.790","4.830","4.530","3.26K","-0.11%"
"Sep 21, 2017","4.750","4.720","4.750","4.720","1.37K","0.42%"
"Sep 20, 2017","4.730","4.513","4.730","4.490","3.82K","4.42%"
"Sep 19, 2017","4.530","4.820","4.860","4.530","5.03K","-3.96%"
"Sep 18, 2017","4.717","4.626","4.717","4.600","1.66K","-0.27%"
"Sep 15, 2017","4.730","4.692","4.730","4.692","0.53K","0.77%"
"Sep 14, 2017","4.694","4.600","4.694","4.510","15.48K","1.16%"
"Sep 13, 2017","4.640","4.740","4.740","4.500","2.55K","3.34%"
"Sep 12, 2017","4.490","4.740","4.780","4.490","4.06K","2.51%"
"Sep 11, 2017","4.380","4.290","4.740","4.290","21.55K","-5.60%"
"Sep 08, 2017","4.640","4.550","4.640","4.460","3.71K","1.98%"
"Sep 07, 2017","4.550","4.430","4.550","4.430","2.33K","2.02%"
"Sep 06, 2017","4.460","4.550","4.550","4.380","5.73K","2.06%"
"Sep 05, 2017","4.370","4.502","4.538","4.300","4.96K","-3.96%"
"Sep 01, 2017","4.550","4.542","4.550","4.518","1.21K","0.00%"
"Aug 31, 2017","4.550","4.546","4.560","4.546","14.78K","0.89%"
"Aug 30, 2017","4.510","4.506","4.510","4.500","1.67K","-0.44%"
"Aug 29, 2017","4.530","4.530","4.530","4.530","2.14K","0.00%"
"Aug 28, 2017","4.530","4.626","4.650","4.530","1.94K","-0.88%"
"Aug 25, 2017","4.570","4.544","4.570","4.544","9.83K","0.88%"
"Aug 24, 2017","4.530","4.558","4.570","4.530","3.10K","0.31%"
"Aug 23, 2017","4.516","4.518","4.560","4.490","2.26K","-2.04%"
"Aug 22, 2017","4.610","4.560","4.610","4.550","9.12K","-0.43%"
"Aug 21, 2017","4.630","4.614","4.630","4.550","8.97K","0.00%"
"Aug 18, 2017","4.630","4.550","4.630","4.550","1.28K","1.76%"
"Aug 17, 2017","4.550","4.588","4.598","4.500","3.33K","0.22%"
"Aug 16, 2017","4.540","4.545","4.570","4.540","1.86K","-1.00%"
"Aug 15, 2017","4.586","4.514","4.600","4.490","4.56K","2.14%"
"Aug 14, 2017","4.490","4.626","4.660","4.490","1.23K","0.00%"
"Aug 11, 2017","4.490","4.594","4.620","4.490","1.28K","-2.77%"
"Aug 10, 2017","4.618","4.618","4.618","4.570","1.66K","-0.35%"
"Aug 09, 2017","4.634","4.634","4.670","4.634","1.25K","-0.34%"
"Aug 08, 2017","4.650","4.680","4.720","4.540","4.52K","2.42%"
"Aug 07, 2017","4.540","4.596","4.620","4.540","1.61K","0.89%"
"Aug 04, 2017","4.500","4.612","4.640","4.500","2.63K","-1.64%"
"Aug 03, 2017","4.575","4.524","4.626","4.524","2.01K","0.28%"
"Aug 02, 2017","4.562","4.562","4.580","4.535","1.97K","-0.61%"
"Aug 01, 2017","4.590","4.662","5.000","4.550","4.00K","0.00%"
"Jul 31, 2017","4.590","4.588","4.590","4.572","1.94K","-1.29%"
"Jul 28, 2017","4.650","4.650","4.650","4.522","2.48K","2.65%"
"Jul 27, 2017","4.530","4.950","4.950","4.530","3.24K","-7.17%"
"Jul 26, 2017","4.880","4.990","4.990","4.800","6.43K","0.21%"
"Jul 25, 2017","4.870","4.940","4.990","4.870","4.25K","-0.31%"
"Jul 24, 2017","4.885","4.946","4.990","4.885","1.93K","2.84%"
"Jul 21, 2017","4.750","4.605","4.800","4.605","3.33K","4.08%"
"Jul 20, 2017","4.564","4.530","4.580","4.490","52.06K","-0.02%"
"Jul 19, 2017","4.565","4.580","4.580","4.565","1.87K","-0.33%"
"Jul 18, 2017","4.580","4.570","4.580","4.570","1.35K","0.22%"
"Jul 17, 2017","4.570","4.570","4.570","4.506","1.47K","0.35%"
"Jul 14, 2017","4.554","4.554","4.554","4.506","0.56K","-0.35%"
"Jul 13, 2017","4.570","4.530","4.570","4.498","15.11K","-0.65%"
"Jul 12, 2017","4.600","4.498","4.600","4.498","2.32K","2.95%"
"Jul 11, 2017","4.468","4.492","4.492","4.468","0.41K","-0.71%"
"Jul 10, 2017","4.500","4.478","4.500","4.445","4.18K","0.02%"
"Jul 07, 2017","4.499","4.370","4.500","4.370","6.97K","0.56%"
"Jul 06, 2017","4.474","4.474","4.474","4.474","0.24K","-0.58%"
"Jul 05, 2017","4.500","4.480","4.500","4.480","0.79K","0.00%"
"Jul 03, 2017","4.500","4.482","4.500","4.482","1.08K","0.00%"
"Jun 30, 2017","4.500","4.500","4.500","4.490","52.25K","0.00%"
"Jun 29, 2017","4.500","4.478","4.500","4.475","2.68K","0.00%"
"Jun 28, 2017","4.500","4.476","4.500","4.440","3.91K","0.00%"
"Jun 27, 2017","4.500","4.500","4.500","4.476","7.06K","1.95%"
"Jun 26, 2017","4.414","4.470","4.470","4.406","1.25K","-1.91%"
"Jun 23, 2017","4.500","4.460","4.500","4.410","13.69K","0.72%"
"Jun 22, 2017","4.468","4.468","4.500","4.468","3.30K","-2.23%"
"Jun 21, 2017","4.570","4.562","4.570","4.525","3.09K","-0.65%"
"Jun 20, 2017","4.600","4.590","4.610","4.540","201.16K","0.22%"
"Jun 19, 2017","4.590","4.572","4.590","4.572","7.03K","0.00%"
"Jun 16, 2017","4.590","4.550","4.590","4.550","1.55K","0.00%"
"Jun 15, 2017","4.590","4.580","4.590","4.550","6.46K","0.70%"
"Jun 14, 2017","4.558","4.556","4.590","4.420","1.31K","-0.70%"
"Jun 13, 2017","4.590","4.544","4.590","4.544","2.04K","0.88%"
"Jun 12, 2017","4.550","4.390","4.550","4.390","3.08K","-0.44%"
"Jun 09, 2017","4.570","4.532","4.590","4.360","3.15K","2.47%"
"Jun 08, 2017","4.460","4.550","4.590","4.460","1.75K","-2.83%"
"Jun 07, 2017","4.590","4.525","4.590","4.525","1.17K","0.92%"
"Jun 06, 2017","4.548","4.465","4.548","4.465","1.87K","1.07%"
"Jun 05, 2017","4.500","4.554","4.554","4.500","1.93K","1.26%"
"Jun 02, 2017","4.444","4.480","4.480","4.444","1.23K","-0.80%"
"Jun 01, 2017","4.480","4.260","4.480","4.260","0.89K","0.90%"
"May 31, 2017","4.440","4.280","4.480","4.280","4.28K","-0.22%"
"May 30, 2017","4.450","4.412","4.450","4.306","1.18K","0.00%"
"May 26, 2017","4.450","4.440","4.450","4.422","1.82K","0.82%"
"May 25, 2017","4.414","4.414","4.450","4.414","2.27K","2.29%"
"May 24, 2017","4.315","4.340","4.350","4.270","8.42K","-0.76%"
"May 23, 2017","4.348","4.348","4.370","4.348","0.88K","1.35%"
"May 22, 2017","4.290","4.338","4.360","4.212","4.57K","-1.47%"
"May 19, 2017","4.354","4.354","4.354","4.354","0.80K","2.21%"
"May 18, 2017","4.260","4.376","4.400","4.250","7.05K","-3.31%"
"May 17, 2017","4.406","4.402","4.440","4.402","1.36K","-0.32%"
"May 16, 2017","4.420","4.280","4.420","4.240","19.30K","0.57%"
"May 15, 2017","4.395","4.420","4.420","4.395","7.95K","3.22%"
"May 12, 2017","4.258","4.372","4.372","4.258","2.07K","-2.11%"
"May 11, 2017","4.350","4.410","4.410","4.275","2.01K","-1.63%"
"May 10, 2017","4.422","4.340","4.422","4.340","0.79K","1.54%"
"May 09, 2017","4.355","4.382","4.382","4.328","2.74K","-0.23%"
"May 08, 2017","4.365","4.394","4.394","4.365","1.54K","0.07%"
"May 05, 2017","4.362","4.356","4.362","4.340","0.74K","0.51%"
"May 04, 2017","4.340","4.340","4.340","4.295","3.26K","-2.43%"
"May 03, 2017","4.448","4.460","4.460","4.430","2.04K","-1.81%"
"May 02, 2017","4.530","4.494","4.530","4.494","87.57K","2.35%"
"May 01, 2017","4.426","4.450","4.450","4.426","2.82K","0.00%"
"Apr 28, 2017","4.426","4.360","4.450","4.330","1.25K","-0.32%"
"Apr 27, 2017","4.440","4.404","4.440","4.404","1.47K","2.49%"
"Apr 26, 2017","4.332","4.332","4.350","4.332","0.95K","0.28%"
"Apr 25, 2017","4.320","4.270","4.320","4.270","1.69K","-0.69%"
"Apr 24, 2017","4.350","4.190","4.350","4.190","1.84K","0.00%"
"Apr 21, 2017","4.350","4.200","4.350","4.200","2.08K","3.33%"
"Apr 20, 2017","4.210","4.176","4.210","4.074","0.87K","0.24%"
"Apr 19, 2017","4.200","4.166","4.200","4.166","0.81K","1.94%"
"Apr 18, 2017","4.120","4.106","4.120","4.106","0.84K","-1.44%"
"Apr 17, 2017","4.180","4.180","4.180","4.140","3.84K","1.55%"
"Apr 13, 2017","4.116","4.116","4.116","4.116","0.20K","-0.10%"
"Apr 12, 2017","4.120","4.120","4.140","4.120","0.63K","0.34%"
"Apr 11, 2017","4.106","4.034","4.106","4.034","0.74K","-0.73%"
"Apr 10, 2017","4.136","4.136","4.160","4.136","0.53K","0.00%"
"Apr 07, 2017","4.136","4.136","4.136","4.136","0.53K","0.88%"
"Apr 06, 2017","4.100","4.144","4.144","3.990","34.56K","2.14%"
"Apr 05, 2017","4.014","4.120","4.120","4.014","19.59K","-2.81%"
"Apr 04, 2017","4.130","4.180","4.200","4.100","13.14K","-0.72%"
"Apr 03, 2017","4.160","4.122","4.160","3.970","2.35K","-0.10%"
"Mar 31, 2017","4.164","4.164","4.200","4.164","0.97K","0.10%"
"Mar 30, 2017","4.160","4.138","4.160","4.138","2.31K","1.46%"
"Mar 29, 2017","4.100","4.020","4.140","4.020","2.06K","-2.38%"
"Mar 28, 2017","4.200","4.150","4.200","4.150","1.42K","1.94%"
"Mar 27, 2017","4.120","4.055","4.160","4.055","1.05K","0.24%"
"Mar 24, 2017","4.110","4.088","4.110","4.088","0.77K","-0.96%"
"Mar 23, 2017","4.150","4.110","4.150","4.110","1.29K","1.47%"
"Mar 22, 2017","4.090","4.090","4.130","4.090","4.22K","-0.24%"
"Mar 21, 2017","4.100","4.078","4.100","4.040","2.01K","0.74%"
"Mar 20, 2017","4.070","3.940","4.080","3.940","2.26K","0.89%"
"Mar 17, 2017","4.034","3.930","4.070","3.930","4.75K","3.17%"
"Mar 16, 2017","3.910","4.038","4.070","3.910","1.58K","-2.74%"
"Mar 15, 2017","4.020","3.980","4.020","3.900","5.88K","-1.42%"
"Mar 14, 2017","4.078","4.078","4.100","4.078","0.89K","0.69%"
"Mar 13, 2017","4.050","3.998","4.050","3.904","4.50K","0.75%"
"Mar 10, 2017","4.020","3.980","4.020","3.980","2.99K","0.95%"
"Mar 09, 2017","3.982","3.982","4.010","3.982","0.88K","-1.80%"
"Mar 08, 2017","4.055","4.028","4.060","3.932","2.39K","4.51%"
"Mar 07, 2017","3.880","3.936","3.950","3.880","3.00K","-1.52%"
"Mar 06, 2017","3.940","3.925","3.940","3.900","4.64K","0.51%"
"Mar 03, 2017","3.920","3.940","3.940","3.920","2.73K","0.00%"
"Mar 02, 2017","3.920","3.920","3.940","3.920","0.98K","-0.15%"
"Mar 01, 2017","3.926","3.933","3.933","3.926","3.72K","0.41%"
"Feb 28, 2017","3.910","3.896","3.910","3.896","4.57K","0.26%"
"Feb 27, 2017","3.900","3.900","3.900","3.868","2.07K","0.31%"
"Feb 24, 2017","3.888","3.840","3.888","3.840","0.60K","-0.05%"
"Feb 23, 2017","3.890","3.890","3.890","3.890","1.79K","1.30%"
"Feb 22, 2017","3.840","3.804","3.840","3.804","2.69K","1.43%"
"Feb 21, 2017","3.786","3.786","3.786","3.750","2.61K","1.77%"
"Feb 17, 2017","3.720","3.780","3.816","3.720","0.92K","0.54%"
"Feb 16, 2017","3.700","3.802","3.840","3.700","1.15K","-2.94%"
"Feb 15, 2017","3.812","3.812","3.840","3.812","0.89K","0.05%"
"Feb 14, 2017","3.810","3.730","3.810","3.690","4.15K","0.42%"
"Feb 13, 2017","3.794","3.820","3.820","3.680","2.72K","-0.42%"
"Feb 10, 2017","3.810","3.810","3.810","3.784","2.30K","-0.78%"
"Feb 09, 2017","3.840","3.720","3.840","3.720","0.77K","4.35%"
"Feb 08, 2017","3.680","3.780","3.780","3.680","2.16K","-2.39%"
"Feb 07, 2017","3.770","3.694","3.820","3.694","37.50K","-0.26%"
"Feb 06, 2017","3.780","3.780","3.800","3.780","1.69K","0.80%"
"Feb 03, 2017","3.750","3.822","3.830","3.750","4.34K","0.40%"
"Feb 02, 2017","3.735","3.800","3.800","3.735","48.84K","-1.19%"
"Feb 01, 2017","3.780","3.704","3.800","3.680","12.34K","-0.26%"
"Jan 31, 2017","3.790","3.790","3.790","3.768","3.06K","0.80%"
"Jan 30, 2017","3.760","3.680","3.840","3.680","2.97K","-1.73%"
"Jan 27, 2017","3.826","3.850","3.850","3.826","8.37K","0.82%"
"Jan 26, 2017","3.795","3.830","3.830","3.750","2.49K","-2.44%"
"Jan 25, 2017","3.890","3.854","3.890","3.820","36.12K","1.57%"
"Jan 24, 2017","3.830","3.850","3.860","3.770","11.30K","0.79%"
"Jan 23, 2017","3.800","3.790","3.800","3.790","4.89K","0.26%"
"Jan 20, 2017","3.790","3.762","3.790","3.762","1.58K","2.29%"
"Jan 19, 2017","3.705","3.705","3.790","3.705","2.23K","0.90%"
"Jan 18, 2017","3.672","3.738","3.760","3.672","1.11K","-1.29%"
"Jan 17, 2017","3.720","3.800","3.800","3.720","6.62K","-1.33%"
"Jan 13, 2017","3.770","3.680","3.800","3.650","3.32K","-0.42%"
"Jan 12, 2017","3.786","3.820","3.820","3.786","4.32K","0.16%"
"Jan 11, 2017","3.780","3.780","3.780","3.780","1.12K","-0.79%"
"Jan 10, 2017","3.810","3.810","3.850","3.580","1.15K","1.33%"
"Jan 09, 2017","3.760","3.648","3.760","3.648","1.37K","0.00%"
"Jan 06, 2017","3.760","3.730","3.760","3.685","4.24K","4.39%"
"Jan 05, 2017","3.602","3.730","3.730","3.602","3.34K","-3.43%"
"Jan 04, 2017","3.730","3.690","3.750","3.490","4.02K","-0.53%"
"Jan 03, 2017","3.750","3.560","3.870","3.560","11.78K","5.34%"
"Dec 30, 2016","3.560","3.830","3.870","3.560","1.36K","2.59%"
"Dec 29, 2016","3.470","3.460","3.650","3.460","4.85K","-0.57%"
"Dec 28, 2016","3.490","3.410","3.500","3.410","3.80K","0.23%"
"Dec 27, 2016","3.482","3.390","3.500","3.390","1.97K","2.87%"
"Dec 23, 2016","3.385","3.320","3.450","3.320","4.20K","-1.88%"
"Dec 22, 2016","3.450","3.426","3.450","3.330","11.97K","-0.29%"
"Dec 21, 2016","3.460","3.446","3.524","3.420","33.02K","-2.81%"
"Dec 20, 2016","3.560","3.450","3.560","3.450","32.27K","3.49%"
"Dec 19, 2016","3.440","3.476","3.620","3.440","6.74K","-0.86%"
"Dec 16, 2016","3.470","3.550","3.550","3.470","5.72K","-4.20%"
"Dec 15, 2016","3.622","3.640","3.640","3.550","4.73K","2.78%"
"Dec 14, 2016","3.524","3.626","3.660","3.524","1.45K","-0.17%"
"Dec 13, 2016","3.530","3.500","3.650","3.500","3.85K","0.00%"
"Dec 12, 2016","3.530","3.500","3.570","3.500","29.04K","-3.29%"
"Dec 09, 2016","3.650","3.620","3.650","3.620","1.28K","-0.54%"
"Dec 08, 2016","3.670","3.490","3.680","3.490","41.32K","3.97%"
"Dec 07, 2016","3.530","3.530","3.570","3.530","4.31K","0.28%"
"Dec 06, 2016","3.520","3.552","3.570","3.498","1.39K","-1.12%"
"Dec 05, 2016","3.560","3.480","3.560","3.480","6.81K","2.30%"
"Dec 02, 2016","3.480","3.480","3.552","3.480","5.20K","3.88%"
"Dec 01, 2016","3.350","3.370","3.530","3.350","17.06K","-3.04%"
"Nov 30, 2016","3.455","3.560","3.600","3.340","2.00K","-4.03%"
"Nov 29, 2016","3.600","3.600","3.600","3.440","2.48K","1.41%"
"Nov 28, 2016","3.550","3.550","3.550","3.550","0.19K","0.28%"
"Nov 25, 2016","3.540","3.540","3.570","3.450","1.28K","1.43%"
"Nov 23, 2016","3.490","3.390","3.530","3.120","5.14K","2.35%"
"Nov 22, 2016","3.410","3.530","3.560","3.410","2.43K","0.59%"
"Nov 21, 2016","3.390","3.430","3.430","3.390","0.76K","0.30%"
"Nov 18, 2016","3.380","3.560","3.600","3.380","0.76K","-6.63%"
"Nov 17, 2016","3.620","3.440","3.620","3.440","1.41K","0.00%"
"Nov 16, 2016","3.620","3.580","3.620","3.390","0.67K","-1.36%"
"Nov 15, 2016","3.670","3.636","3.670","3.636","0.93K","3.67%"
"Nov 14, 2016","3.540","3.470","3.550","3.470","5.79K","-5.09%"
"Nov 11, 2016","3.730","3.696","3.730","3.490","1.24K","-2.10%"
"Nov 10, 2016","3.810","3.682","3.810","3.682","0.92K","0.79%"
"Nov 09, 2016","3.780","3.780","3.800","3.780","1.09K","-2.33%"
"Nov 08, 2016","3.870","3.734","3.870","3.734","0.93K","3.48%"
"Nov 07, 2016","3.740","3.758","3.790","3.740","0.70K","0.00%"
"Nov 04, 2016","3.740","3.708","3.740","3.708","1.89K","-0.80%"
"Nov 03, 2016","3.770","3.780","3.780","3.770","0.81K","-0.21%"
"Nov 02, 2016","3.778","3.712","3.778","3.690","1.23K","-0.58%"
"Nov 01, 2016","3.800","3.730","3.840","3.730","5.57K","-0.78%"
"Oct 31, 2016","3.830","3.800","3.830","3.770","30.47K","1.54%"
"Oct 28, 2016","3.772","3.800","3.800","3.660","7.76K","1.13%"
"Oct 27, 2016","3.730","3.730","3.750","3.730","1.24K","-1.37%"
"Oct 26, 2016","3.782","3.782","3.782","3.710","0.82K","0.21%"
"Oct 25, 2016","3.774","3.774","3.774","3.774","0.73K","2.00%"
"Oct 24, 2016","3.700","3.700","3.700","3.684","2.02K","-0.54%"
"Oct 21, 2016","3.720","3.720","3.720","3.720","0.39K","-1.06%"
"Oct 20, 2016","3.760","3.720","3.760","3.720","1.61K","4.44%"
"Oct 19, 2016","3.600","3.780","3.780","3.600","25.29K","-3.17%"
"Oct 18, 2016","3.718","3.718","3.718","3.718","0.33K","0.76%"
"Oct 17, 2016","3.690","3.730","3.730","3.690","20.39K","4.53%"
"Oct 14, 2016","3.530","3.640","3.640","3.530","12.73K","0.00%"
"Oct 13, 2016","3.530","3.620","3.692","3.530","1.43K","-4.90%"
"Oct 12, 2016","3.712","3.712","3.712","3.712","0.16K","-0.64%"
"Oct 11, 2016","3.736","3.736","3.736","3.736","0.36K","-1.68%"
"Oct 10, 2016","3.800","3.770","3.800","3.770","0.40K","2.70%"
"Oct 07, 2016","3.700","3.820","3.820","3.700","1.03K","1.37%"
"Oct 06, 2016","3.650","3.670","3.690","3.650","18.86K","-1.08%"
"Oct 05, 2016","3.690","3.786","3.810","3.690","1.57K","-1.60%"
"Oct 04, 2016","3.750","3.670","3.750","3.670","2.61K","0.54%"
"Oct 03, 2016","3.730","3.730","3.730","3.730","0.38K","-0.27%"
"Sep 30, 2016","3.740","3.650","3.740","3.650","26.42K","2.47%"
"Sep 29, 2016","3.650","3.666","3.670","3.650","12.19K","-1.30%"
"Sep 28, 2016","3.698","3.710","3.710","3.698","6.47K","-1.39%"
"Sep 27, 2016","3.750","3.710","3.750","3.710","18.31K","0.81%"
"Sep 26, 2016","3.720","3.800","3.800","3.720","3.12K","-1.80%"
"Sep 23, 2016","3.788","3.788","3.788","3.788","0.38K","-0.42%"
"Sep 22, 2016","3.804","3.804","3.804","3.804","0.12K","0.58%"
"Sep 21, 2016","3.782","3.810","3.810","3.782","2.26K","-0.89%"
"Sep 20, 2016","3.816","3.816","3.816","3.816","1.12K","-1.65%"
"Sep 19, 2016","3.880","3.736","3.880","3.736","0.64K","0.67%"
"Sep 16, 2016","3.854","3.880","3.880","3.854","4.64K","1.69%"
"Sep 15, 2016","3.790","3.710","3.870","3.710","2.75K","-2.02%"
"Sep 14, 2016","3.868","3.868","3.880","3.868","0.75K","0.99%"
"Sep 13, 2016","3.830","3.800","3.900","3.760","5.80K","-0.93%"
"Sep 12, 2016","3.866","3.870","3.900","3.756","2.13K","-1.48%"
"Sep 09, 2016","3.924","3.924","3.950","3.846","1.78K","-0.66%"
"Sep 08, 2016","3.950","3.930","3.950","3.928","1.51K","1.54%"
"Sep 07, 2016","3.890","3.855","3.890","3.855","1.45K","0.41%"
"Sep 06, 2016","3.874","3.874","3.874","3.874","0.42K","-0.21%"
"Sep 02, 2016","3.882","3.826","3.882","3.826","2.74K","0.57%"
"Sep 01, 2016","3.860","3.850","3.860","3.850","2.05K","-0.26%"
"Aug 31, 2016","3.870","3.880","3.890","3.840","14.03K","0.16%"
"Aug 29, 2016","3.864","3.820","3.870","3.820","34.56K","-2.62%"
"Aug 26, 2016","3.968","3.930","3.968","3.920","13.80K","-1.05%"
"Aug 25, 2016","4.010","3.978","4.010","3.978","0.36K","2.82%"
"Aug 24, 2016","3.900","4.018","4.050","3.900","7.29K","-3.23%"
"Aug 23, 2016","4.030","4.035","4.050","4.026","1.12K","-0.25%"
"Aug 22, 2016","4.040","4.032","4.040","4.032","0.93K","0.20%"
"Aug 19, 2016","4.032","4.000","4.040","4.000","1.38K","0.00%"
"Aug 18, 2016","4.032","4.032","4.040","4.032","1.74K","-0.20%"
