"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 09, 2008","2.000","2.000","2.000","2.000","9.57K","-27.27%"
"Dec 08, 2008","2.750","2.000","2.750","2.000","6.73K","37.50%"
"Dec 05, 2008","2.000","2.740","2.740","2.000","4.26K","-27.54%"
"Dec 04, 2008","2.760","2.860","2.860","2.760","4.09K","38.00%"
"Dec 03, 2008","2.000","2.000","2.650","2.000","10.85K","-27.01%"
"Dec 02, 2008","2.740","2.000","2.840","2.000","9.23K","37.00%"
"Nov 28, 2008","2.000","2.000","2.750","2.000","6.34K","0.00%"
"Nov 26, 2008","2.000","2.000","2.000","2.000","1.85K","-26.47%"
"Nov 25, 2008","2.720","2.000","2.720","2.000","2.44K","-0.73%"
"Nov 24, 2008","2.740","2.000","2.740","2.000","2.71K","27.44%"
"Nov 21, 2008","2.150","2.150","2.150","2.150","10.81K","7.50%"
"Nov 20, 2008","2.000","2.000","2.000","2.000","16.81K","-25.93%"
"Nov 19, 2008","2.700","2.000","2.700","2.000","9.49K","35.00%"
"Nov 18, 2008","2.000","2.000","2.000","2.000","2.85K","-30.07%"
"Nov 17, 2008","2.860","2.000","2.860","2.000","4.94K","43.00%"
"Nov 14, 2008","2.000","2.000","2.820","2.000","6.19K","-31.03%"
"Nov 13, 2008","2.900","2.900","2.900","2.900","5.85K","45.00%"
"Nov 12, 2008","2.000","2.000","2.000","2.000","39.49K","-36.10%"
"Nov 11, 2008","3.130","2.000","3.130","2.000","5.27K","1.62%"
"Nov 10, 2008","3.080","2.000","3.080","2.000","5.73K","54.00%"
"Nov 07, 2008","2.000","2.000","2.000","2.000","5.75K","-41.69%"
"Nov 05, 2008","3.430","2.000","3.430","2.000","7.94K","71.50%"
"Nov 04, 2008","2.000","2.000","3.370","2.000","1.28K","-39.76%"
"Nov 03, 2008","3.320","3.320","3.320","3.320","1.97K","66.00%"
"Oct 31, 2008","2.000","2.000","2.000","2.000","1.89K","0.00%"
"Oct 30, 2008","2.000","2.500","2.920","2.000","5.96K","-29.33%"
"Oct 29, 2008","2.830","2.000","2.830","2.000","2.11K","41.50%"
"Oct 28, 2008","2.000","2.000","2.000","2.000","9.42K","0.00%"
"Oct 27, 2008","2.000","2.000","2.000","2.000","4.98K","-28.57%"
"Oct 24, 2008","2.800","2.800","2.800","2.000","8.11K","40.00%"
"Oct 23, 2008","2.000","2.000","2.830","2.000","1.41K","-32.20%"
"Oct 22, 2008","2.950","2.950","3.250","2.250","1.65K","47.50%"
"Oct 21, 2008","2.000","2.000","3.050","2.000","3.39K","-33.55%"
"Oct 20, 2008","3.010","3.010","3.020","2.250","3.05K","33.78%"
"Oct 17, 2008","2.250","2.250","3.250","2.000","4.35K","0.00%"
"Oct 16, 2008","2.250","2.250","3.250","2.250","2.23K","-29.02%"
"Oct 15, 2008","3.170","3.170","3.170","2.250","4.20K","-1.55%"
"Oct 14, 2008","3.220","3.220","3.280","2.250","5.64K","43.11%"
"Oct 13, 2008","2.250","2.250","2.250","2.200","7.86K","0.00%"
"Oct 09, 2008","2.250","2.250","2.250","2.250","6.33K","-30.98%"
"Oct 08, 2008","3.260","3.260","3.260","3.260","17.12K","8.67%"
"Oct 06, 2008","3.000","3.000","3.000","3.000","9.12K","0.00%"
"Oct 03, 2008","3.000","3.000","3.800","3.000","7.77K","0.00%"
"Oct 01, 2008","3.000","3.000","3.000","3.000","1.15K","0.00%"
"Sep 30, 2008","3.000","3.000","3.000","3.000","1.66K","0.00%"
"Sep 29, 2008","3.000","3.000","3.250","3.000","1.03K","-23.86%"
"Sep 26, 2008","3.940","3.940","3.940","3.250","7.06K","21.23%"
"Sep 25, 2008","3.250","3.250","3.250","3.250","1.81K","0.00%"
"Sep 24, 2008","3.250","3.250","3.250","3.250","5.60K","-7.14%"
"Sep 23, 2008","3.500","3.500","3.500","3.500","8.88K","-10.94%"
"Sep 22, 2008","3.930","3.930","4.060","3.500","21.51K","12.29%"
"Sep 19, 2008","3.500","3.500","3.500","3.500","2.11K","0.00%"
"Sep 18, 2008","3.500","3.500","3.500","3.400","5.88K","-7.89%"
"Sep 17, 2008","3.800","3.800","3.800","3.800","5.31K","8.57%"
"Sep 16, 2008","3.500","3.500","3.800","3.500","7.81K","-7.89%"
"Sep 15, 2008","3.800","3.800","4.420","3.800","2.82K","0.00%"
"Sep 12, 2008","3.800","3.800","4.380","3.800","2.47K","-10.80%"
"Sep 11, 2008","4.260","4.260","4.260","3.800","5.21K","-3.62%"
"Sep 10, 2008","4.420","4.420","4.420","3.400","16.63K","1.14%"
"Sep 09, 2008","4.370","4.370","4.370","3.800","3.33K","-1.58%"
"Sep 08, 2008","4.440","4.440","4.440","3.800","0.99K","0.45%"
"Sep 05, 2008","4.420","4.420","4.420","3.800","1.48K","0.45%"
"Sep 04, 2008","4.400","4.400","4.400","3.800","4.91K","15.79%"
"Sep 03, 2008","3.800","3.800","4.410","3.800","3.93K","0.00%"
"Sep 02, 2008","3.800","3.800","4.460","3.750","2.17K","-16.85%"
"Aug 29, 2008","4.570","4.570","4.570","3.800","2.36K","5.79%"
"Aug 28, 2008","4.320","4.320","4.320","3.750","6.58K","13.68%"
"Aug 27, 2008","3.800","3.800","4.260","3.800","2.14K","10.14%"
"Aug 26, 2008","3.450","3.450","3.450","3.450","2.78K","-9.21%"
"Aug 25, 2008","3.800","3.800","4.356","3.800","4.38K","0.00%"
"Aug 22, 2008","3.800","3.800","4.390","3.800","42.02K","-12.24%"
"Aug 21, 2008","4.330","4.330","4.330","3.800","2.19K","13.95%"
"Aug 20, 2008","3.800","3.800","4.270","3.800","1.84K","-11.63%"
"Aug 19, 2008","4.300","4.300","4.300","3.500","2.65K","13.16%"
"Aug 18, 2008","3.800","3.800","4.440","3.750","5.28K","0.00%"
"Aug 15, 2008","3.800","3.800","4.380","3.800","5.21K","-15.37%"
"Aug 14, 2008","4.490","4.490","4.490","3.500","1.14K","18.16%"
"Aug 13, 2008","3.800","3.800","4.580","3.800","1.79K","-16.11%"
"Aug 12, 2008","4.530","4.530","4.610","3.800","1.73K","-2.16%"
"Aug 11, 2008","4.630","4.630","4.700","3.800","2.31K","3.81%"
"Aug 08, 2008","4.460","4.460","4.460","3.800","2.11K","17.37%"
"Aug 07, 2008","3.800","3.800","4.800","3.800","5.20K","-19.49%"
"Aug 06, 2008","4.720","4.720","4.720","4.720","1.98K","0.43%"
"Aug 05, 2008","4.700","4.700","4.700","3.800","1.33K","23.68%"
"Aug 04, 2008","3.800","3.800","4.750","3.800","2.10K","-19.49%"
"Aug 01, 2008","4.720","4.720","4.720","3.800","6.18K","-1.05%"
"Jul 31, 2008","4.770","4.770","4.770","3.800","3.58K","25.53%"
"Jul 30, 2008","3.800","3.800","4.790","3.800","5.01K","0.00%"
"Jul 29, 2008","3.800","3.800","4.500","3.800","4.76K","-17.39%"
"Jul 28, 2008","4.600","4.600","4.600","3.800","30.57K","0.22%"
"Jul 25, 2008","4.590","4.590","4.590","3.800","0.82K","0.66%"
"Jul 24, 2008","4.560","4.560","4.560","3.800","4.62K","20.00%"
"Jul 23, 2008","3.800","3.800","3.800","3.800","1.73K","0.00%"
"Jul 22, 2008","3.800","3.800","3.800","3.800","3.60K","0.00%"
"Jul 21, 2008","3.800","3.800","4.390","3.800","2.59K","-12.84%"
"Jul 18, 2008","4.360","4.360","4.360","3.750","1.24K","14.74%"
"Jul 17, 2008","3.800","3.800","3.800","3.800","2.20K","0.00%"
"Jul 16, 2008","3.800","3.800","3.800","3.800","5.11K","-14.61%"
"Jul 14, 2008","4.450","4.450","4.450","3.800","5.00K","1.14%"
"Jul 11, 2008","4.400","4.400","4.400","3.800","3.24K","0.92%"
"Jul 10, 2008","4.360","4.360","4.360","3.800","3.01K","14.74%"
"Jul 09, 2008","3.800","3.800","4.360","3.800","2.71K","-10.59%"
"Jul 08, 2008","4.250","4.250","4.250","3.800","0.84K","1.92%"
"Jul 07, 2008","4.170","4.170","4.250","3.800","3.59K","9.74%"
"Jul 03, 2008","3.800","3.800","3.800","3.800","1.01K","-11.63%"
"Jul 02, 2008","4.300","4.300","4.300","4.300","1.49K","-0.92%"
"Jul 01, 2008","4.340","4.340","4.340","3.800","10.38K","1.64%"
"Jun 30, 2008","4.270","4.270","4.270","3.750","4.06K","-0.47%"
"Jun 27, 2008","4.290","4.290","4.290","3.800","1.67K","12.89%"
"Jun 26, 2008","3.800","3.800","4.330","3.800","5.58K","-5.00%"
"Jun 25, 2008","4.000","4.000","4.400","4.000","2.66K","-7.41%"
"Jun 24, 2008","4.320","4.320","4.320","4.000","4.94K","-1.37%"
"Jun 23, 2008","4.380","4.380","4.750","4.000","2.46K","0.46%"
"Jun 20, 2008","4.360","4.360","4.360","4.000","0.92K","0.69%"
"Jun 19, 2008","4.330","4.330","4.330","4.000","3.03K","8.25%"
"Jun 18, 2008","4.000","4.000","4.000","4.000","3.53K","-8.88%"
"Jun 17, 2008","4.390","4.390","4.390","4.000","5.77K","9.75%"
"Jun 16, 2008","4.000","4.000","4.390","4.000","6.26K","-9.91%"
"Jun 13, 2008","4.440","4.440","4.440","4.000","1.10K","11.00%"
"Jun 12, 2008","4.000","4.000","4.750","4.000","3.29K","0.00%"
"Jun 11, 2008","4.000","4.000","4.000","3.500","5.61K","0.00%"
"Jun 10, 2008","4.000","4.000","4.000","4.000","3.82K","0.00%"
"Jun 09, 2008","4.000","4.000","4.000","4.000","1.80K","0.00%"
"Jun 06, 2008","4.000","4.000","4.100","4.000","3.43K","0.00%"
"Jun 05, 2008","4.000","4.000","4.100","4.000","47.66K","-5.88%"
"Jun 04, 2008","4.250","4.250","4.250","4.250","9.77K","0.00%"
"Jun 03, 2008","4.250","4.250","4.250","4.250","9.23K","-7.41%"
"Jun 02, 2008","4.590","4.590","4.590","4.250","5.58K","-1.08%"
"May 30, 2008","4.640","4.640","5.040","4.250","19.00K","9.18%"
"May 29, 2008","4.250","4.250","4.250","4.250","5.39K","0.00%"
"May 28, 2008","4.250","4.250","4.580","4.250","4.27K","0.00%"
"May 27, 2008","4.250","4.250","4.640","4.250","0.85K","-8.01%"
"May 23, 2008","4.620","4.620","4.620","4.400","7.07K","-1.70%"
"May 22, 2008","4.700","4.700","4.770","4.400","4.01K","-0.21%"
"May 21, 2008","4.710","4.710","4.710","4.400","14.72K","0.21%"
"May 20, 2008","4.700","4.700","4.700","4.400","3.28K","-1.88%"
"May 19, 2008","4.790","4.790","4.790","4.400","6.57K","-0.21%"
"May 16, 2008","4.800","4.800","4.800","4.400","5.23K","1.48%"
"May 15, 2008","4.730","4.730","4.730","4.400","2.47K","7.50%"
"May 14, 2008","4.400","4.400","4.690","4.400","4.76K","0.00%"
"May 13, 2008","4.400","4.400","4.400","4.400","0.50K","0.00%"
"May 12, 2008","4.400","4.400","4.880","4.250","14.29K","-8.90%"
"May 09, 2008","4.830","4.830","4.830","4.830","0.94K","0.84%"
"May 08, 2008","4.790","4.790","4.790","4.250","8.79K","12.71%"
"May 07, 2008","4.250","4.250","4.840","4.250","2.56K","0.00%"
"May 06, 2008","4.250","4.250","4.800","4.250","4.19K","0.00%"
"May 05, 2008","4.250","4.250","4.250","4.250","1.65K","0.00%"
"May 02, 2008","4.250","4.250","5.000","4.250","4.14K","0.00%"
"May 01, 2008","4.250","4.250","5.060","4.250","2.74K","-15.00%"
"Apr 30, 2008","5.000","5.000","5.070","4.250","7.46K","-0.40%"
"Apr 29, 2008","5.020","5.020","5.109","4.250","4.48K","18.12%"
"Apr 28, 2008","4.250","4.250","4.250","4.250","1.55K","-15.67%"
"Apr 25, 2008","5.040","5.040","5.130","4.250","5.89K","18.59%"
"Apr 24, 2008","4.250","4.250","4.250","4.250","2.83K","-19.20%"
"Apr 23, 2008","5.260","5.260","5.260","5.210","0.90K","23.76%"
"Apr 22, 2008","4.250","4.250","4.250","4.250","1.86K","-17.64%"
"Apr 21, 2008","5.160","5.160","5.160","4.250","1.70K","0.78%"
"Apr 18, 2008","5.120","5.120","5.180","4.250","4.12K","-0.39%"
"Apr 17, 2008","5.140","5.140","5.140","4.250","17.22K","20.94%"
"Apr 16, 2008","4.250","4.250","5.210","4.250","3.91K","-17.79%"
"Apr 15, 2008","5.170","5.170","5.170","4.250","2.21K","21.65%"
"Apr 14, 2008","4.250","4.250","4.250","4.250","4.82K","-17.64%"
"Apr 11, 2008","5.160","5.160","5.240","4.250","1.47K","21.41%"
"Apr 10, 2008","4.250","4.250","4.250","4.250","1.34K","-16.67%"
"Apr 09, 2008","5.100","5.100","5.100","4.250","0.59K","0.20%"
"Apr 08, 2008","5.090","5.090","5.090","4.250","2.01K","19.76%"
"Apr 07, 2008","4.250","4.250","5.110","4.250","2.28K","0.00%"
"Apr 04, 2008","4.250","4.250","4.250","4.250","3.96K","0.00%"
"Apr 03, 2008","4.250","4.250","4.250","4.250","10.60K","0.00%"
"Apr 02, 2008","4.250","4.250","5.250","4.250","24.55K","-5.56%"
"Apr 01, 2008","4.500","4.500","5.300","4.250","7.67K","5.88%"
"Mar 31, 2008","4.250","4.250","5.200","4.250","4.90K","-18.74%"
"Mar 28, 2008","5.230","5.230","5.230","4.250","2.89K","30.75%"
"Mar 27, 2008","4.000","4.000","5.120","4.000","5.45K","-28.70%"
"Mar 26, 2008","5.610","5.610","5.750","4.250","2.69K","1.45%"
"Mar 25, 2008","5.530","5.530","5.530","4.250","4.91K","1.47%"
"Mar 24, 2008","5.450","5.450","5.450","4.250","6.30K","28.24%"
"Mar 20, 2008","4.250","4.250","4.250","4.250","17.61K","0.00%"
"Mar 19, 2008","4.250","4.250","4.250","4.250","2.12K","0.00%"
"Mar 18, 2008","4.250","4.250","5.376","4.250","8.01K","0.00%"
"Mar 17, 2008","4.250","4.250","4.250","4.250","4.31K","0.00%"
"Mar 14, 2008","4.250","4.250","5.320","4.250","8.79K","-19.51%"
"Mar 13, 2008","5.280","5.280","5.280","4.250","8.01K","-1.86%"
"Mar 12, 2008","5.380","5.380","5.380","4.250","4.40K","-2.54%"
"Mar 11, 2008","5.520","5.520","5.520","4.000","5.06K","38.00%"
"Mar 10, 2008","4.000","4.000","4.000","4.000","1.90K","-27.93%"
"Mar 07, 2008","5.550","5.550","5.550","4.500","2.74K","23.33%"
"Mar 06, 2008","4.500","4.500","4.500","4.500","0.72K","5.88%"
"Mar 05, 2008","4.250","4.250","5.370","4.250","3.00K","-10.53%"
"Mar 04, 2008","4.750","4.750","5.400","4.750","3.09K","6.98%"
"Mar 03, 2008","4.440","4.440","4.440","3.800","5.09K","-0.89%"
"Feb 29, 2008","4.480","4.480","4.600","4.480","12.15K","-6.67%"
"Feb 28, 2008","4.800","4.800","4.800","4.800","10.60K","0.00%"
"Feb 27, 2008","4.800","4.800","4.800","4.608","5.89K","3.81%"
"Feb 26, 2008","4.624","4.624","4.624","4.000","13.54K","15.60%"
"Feb 25, 2008","4.000","4.000","4.616","4.000","10.93K","0.00%"
"Feb 22, 2008","4.000","4.000","4.000","4.000","10.61K","0.00%"
"Feb 21, 2008","4.000","4.000","4.680","4.000","9.70K","0.00%"
"Feb 20, 2008","4.000","4.000","4.856","4.000","6.85K","-18.70%"
"Feb 19, 2008","4.920","4.920","4.920","4.120","3.20K","-1.60%"
"Feb 15, 2008","5.000","5.000","6.016","5.000","5.27K","0.00%"
"Feb 14, 2008","5.000","5.000","6.000","5.000","7.30K","0.00%"
"Feb 13, 2008","5.000","5.000","5.000","5.000","10.24K","-1.57%"
"Feb 12, 2008","5.080","5.080","5.888","5.000","11.24K","-0.78%"
"Feb 11, 2008","5.120","5.120","5.840","5.000","22.35K","-12.93%"
"Feb 08, 2008","5.880","5.880","6.000","5.000","5.52K","17.60%"
"Feb 07, 2008","5.000","5.000","5.000","5.000","14.75K","-14.97%"
"Feb 06, 2008","5.880","5.880","5.880","5.000","6.17K","0.41%"
"Feb 05, 2008","5.856","5.856","5.856","5.000","4.35K","17.12%"
"Feb 04, 2008","5.000","5.000","5.952","5.000","18.24K","-13.79%"
"Feb 01, 2008","5.800","5.800","5.800","4.800","17.66K","20.83%"
"Jan 31, 2008","4.800","4.800","5.768","4.800","15.77K","0.00%"
"Jan 30, 2008","4.800","4.800","4.920","4.800","18.88K","0.00%"
"Jan 29, 2008","4.800","4.800","5.784","4.800","21.31K","-4.00%"
"Jan 28, 2008","5.000","5.000","5.776","4.800","24.37K","4.17%"
"Jan 25, 2008","4.800","4.800","5.648","4.800","14.32K","-14.29%"
"Jan 24, 2008","5.600","5.600","5.600","4.800","8.50K","27.27%"
"Jan 23, 2008","4.400","4.400","5.480","4.400","22.26K","-8.33%"
"Jan 22, 2008","4.800","4.800","5.480","4.800","28.55K","-18.92%"
"Jan 18, 2008","5.920","5.920","5.920","5.000","19.65K","1.51%"
"Jan 17, 2008","5.832","5.832","5.832","5.000","8.53K","-2.15%"
"Jan 16, 2008","5.960","5.960","5.960","5.400","9.55K","-2.36%"
"Jan 15, 2008","6.104","6.104","6.200","5.600","12.37K","9.00%"
"Jan 14, 2008","5.600","5.600","6.360","5.600","50.57K","0.00%"
"Jan 11, 2008","5.600","5.600","6.280","5.600","18.14K","0.00%"
"Jan 10, 2008","5.600","5.600","6.112","5.600","5.92K","-9.33%"
"Jan 09, 2008","6.176","6.176","6.176","5.600","10.01K","23.52%"
"Jan 08, 2008","5.000","5.000","6.200","5.000","9.48K","-13.19%"
"Jan 07, 2008","5.760","5.760","5.800","4.800","20.10K","4.05%"
"Jan 04, 2008","5.536","5.536","5.800","4.600","36.83K","2.82%"
"Jan 03, 2008","5.384","5.384","5.544","4.600","11.89K","0.00%"
"Jan 02, 2008","5.384","5.384","5.600","4.400","32.92K","-3.58%"
"Dec 31, 2007","5.584","5.584","5.584","4.400","6.63K","-1.69%"
"Dec 28, 2007","5.680","5.680","5.800","5.680","1.17K","-0.42%"
"Dec 27, 2007","5.704","5.704","5.704","5.000","1.18K","0.00%"
"Dec 26, 2007","5.704","5.704","5.704","4.400","9.26K","3.33%"
"Dec 24, 2007","5.520","5.520","5.520","4.400","12.84K","25.45%"
"Dec 21, 2007","4.400","4.400","4.400","4.400","4.34K","-19.00%"
"Dec 20, 2007","5.432","5.432","5.432","4.400","9.37K","0.00%"
"Dec 19, 2007","5.432","5.432","5.432","4.400","11.62K","-3.00%"
"Dec 18, 2007","5.600","5.600","5.600","4.400","18.52K","3.70%"
"Dec 17, 2007","5.400","5.400","5.400","4.600","17.08K","-4.26%"
"Dec 14, 2007","5.640","5.640","5.800","4.400","11.90K","28.18%"
"Dec 13, 2007","4.400","4.400","4.400","4.400","2.89K","-23.40%"
"Dec 12, 2007","5.744","5.744","5.744","4.400","2.64K","3.46%"
"Dec 11, 2007","5.552","5.552","5.552","4.400","19.22K","0.58%"
"Dec 10, 2007","5.520","5.520","5.640","4.400","21.34K","-3.50%"
"Dec 07, 2007","5.720","5.720","5.792","4.400","5.05K","2.14%"
"Dec 06, 2007","5.600","5.600","5.600","4.400","9.06K","27.27%"
"Dec 05, 2007","4.400","4.400","5.552","4.400","11.29K","-4.35%"
"Dec 04, 2007","4.600","4.600","4.600","4.400","8.53K","4.55%"
"Dec 03, 2007","4.400","4.400","4.400","4.400","1.84K","0.00%"
"Nov 30, 2007","4.400","4.400","5.320","4.400","26.97K","0.00%"
"Nov 28, 2007","4.400","4.400","4.400","4.400","10.85K","-19.00%"
"Nov 27, 2007","5.432","5.432","5.432","4.400","21.21K","23.45%"
"Nov 26, 2007","4.400","4.400","4.400","4.400","21.92K","-19.35%"
"Nov 23, 2007","5.456","5.456","5.456","4.400","15.49K","2.10%"
"Nov 21, 2007","5.344","5.344","5.472","4.400","18.20K","-0.89%"
"Nov 20, 2007","5.392","5.392","5.392","4.400","8.52K","22.55%"
"Nov 19, 2007","4.400","4.400","5.400","4.400","36.07K","0.00%"
"Nov 16, 2007","4.400","4.400","5.400","4.400","9.69K","0.00%"
"Nov 15, 2007","4.400","4.400","4.600","4.400","17.76K","-17.66%"
"Nov 14, 2007","5.344","5.344","5.344","4.400","11.75K","-0.74%"
"Nov 13, 2007","5.384","5.384","5.384","4.400","28.17K","17.04%"
"Nov 12, 2007","4.600","4.600","4.600","4.400","20.21K","-0.86%"
"Nov 09, 2007","4.640","4.640","5.344","4.400","38.85K","5.45%"
"Nov 08, 2007","4.400","4.400","4.400","4.400","19.39K","0.00%"
"Nov 07, 2007","4.400","4.400","4.400","4.400","31.10K","-17.54%"
"Nov 06, 2007","5.336","5.336","5.336","4.400","21.33K","21.27%"
"Nov 05, 2007","4.400","4.400","4.400","4.400","20.50K","10.00%"
"Nov 02, 2007","4.000","4.000","5.400","4.000","74.42K","-26.47%"
"Nov 01, 2007","5.440","5.440","5.440","4.000","146.85K","36.00%"
"Oct 31, 2007","4.000","4.000","4.000","4.000","15.16K","0.00%"
"Oct 30, 2007","4.000","4.000","4.800","4.000","19.24K","0.00%"
"Oct 29, 2007","4.000","4.000","4.000","4.000","6.26K","-26.69%"
"Oct 26, 2007","5.456","5.456","5.456","4.000","63.70K","36.40%"
"Oct 25, 2007","4.000","4.000","5.600","4.000","42.77K","0.00%"
"Oct 24, 2007","4.000","4.000","5.600","4.000","73.32K","0.00%"
"Oct 23, 2007","4.000","4.000","4.000","4.000","27.13K","0.00%"
"Oct 22, 2007","4.000","4.000","4.000","4.000","14.35K","0.00%"
"Oct 19, 2007","4.000","4.000","4.000","4.000","16.30K","0.00%"
"Oct 18, 2007","4.000","4.000","5.000","4.000","60.15K","0.00%"
"Oct 17, 2007","4.000","4.000","4.000","4.000","17.72K","-27.01%"
"Oct 16, 2007","5.480","5.480","5.480","4.000","13.88K","37.00%"
"Oct 15, 2007","4.000","4.000","4.000","4.000","15.80K","-28.06%"
"Oct 12, 2007","5.560","5.560","5.560","4.000","24.76K","39.00%"
"Oct 11, 2007","4.000","4.000","4.000","4.000","26.45K","0.00%"
"Oct 10, 2007","4.000","4.000","4.000","4.000","14.00K","-26.90%"
"Oct 09, 2007","5.472","5.472","5.472","4.000","15.80K","36.80%"
"Oct 08, 2007","4.000","4.000","5.376","4.000","16.08K","0.00%"
"Oct 05, 2007","4.000","4.000","5.320","3.600","18.90K","0.00%"
"Oct 04, 2007","4.000","4.000","5.240","4.000","27.34K","0.00%"
"Oct 03, 2007","4.000","4.000","4.000","4.000","9.90K","-23.08%"
"Oct 02, 2007","5.200","5.200","5.200","4.000","13.57K","23.81%"
"Oct 01, 2007","4.200","4.200","5.184","4.000","18.63K","5.00%"
"Sep 28, 2007","4.000","4.000","4.000","4.000","24.03K","0.00%"
"Sep 27, 2007","4.000","4.000","4.000","4.000","34.49K","-21.87%"
"Sep 26, 2007","5.120","5.120","5.120","4.000","82.36K","28.00%"
"Sep 25, 2007","4.000","4.000","4.600","4.000","45.81K","-9.09%"
"Sep 24, 2007","4.400","4.400","4.400","4.400","28.65K","10.00%"
"Sep 21, 2007","4.000","4.000","4.000","4.000","28.74K","0.00%"
"Sep 20, 2007","4.000","4.000","5.280","4.000","33.59K","-25.60%"
"Sep 19, 2007","5.376","5.376","5.376","4.000","7.08K","34.40%"
"Sep 18, 2007","4.000","4.000","4.000","4.000","4.43K","0.00%"
"Sep 17, 2007","4.000","4.000","5.600","4.000","75.43K","0.00%"
"Sep 14, 2007","4.000","4.000","4.000","4.000","11.10K","0.00%"
"Sep 13, 2007","4.000","4.000","5.240","4.000","14.61K","-23.31%"
"Sep 12, 2007","5.216","5.216","5.216","4.000","22.30K","-1.36%"
"Sep 11, 2007","5.288","5.288","5.288","4.000","20.36K","32.20%"
"Sep 10, 2007","4.000","4.000","4.000","4.000","8.38K","0.00%"
"Sep 07, 2007","4.000","4.000","4.000","4.000","18.24K","0.00%"
"Sep 06, 2007","4.000","4.000","4.000","4.000","9.25K","-24.92%"
"Sep 05, 2007","5.328","5.328","5.328","4.000","19.88K","-0.89%"
"Sep 04, 2007","5.376","5.376","5.376","4.000","7.73K","1.51%"
"Aug 31, 2007","5.296","5.296","5.296","4.000","41.63K","32.40%"
"Aug 30, 2007","4.000","4.000","5.296","4.000","29.20K","0.00%"
"Aug 29, 2007","4.000","4.000","4.000","4.000","61.57K","0.00%"
"Aug 27, 2007","4.000","4.000","5.232","4.000","14.89K","0.00%"
"Aug 24, 2007","4.000","4.000","4.800","4.000","51.85K","0.00%"
"Aug 23, 2007","4.000","4.000","4.000","4.000","50.55K","-24.24%"
"Aug 22, 2007","5.280","5.280","5.280","4.000","10.76K","32.00%"
"Aug 21, 2007","4.000","4.000","5.160","4.000","9.64K","-28.57%"
"Aug 20, 2007","5.600","5.600","5.600","4.000","30.44K","33.33%"
"Aug 17, 2007","4.200","4.200","4.200","4.200","41.16K","0.96%"
"Aug 16, 2007","4.160","4.160","4.160","2.560","15.33K","-5.45%"
"Aug 15, 2007","4.400","4.400","4.400","4.400","3.79K","-16.79%"
"Aug 14, 2007","5.288","5.288","5.288","4.400","8.71K","20.18%"
"Aug 13, 2007","4.400","4.400","4.400","4.400","9.58K","0.00%"
"Aug 09, 2007","4.400","4.400","4.400","4.400","12.17K","0.00%"
"Aug 08, 2007","4.400","4.400","4.400","4.040","7.03K","0.00%"
"Aug 07, 2007","4.400","4.400","4.400","4.400","2.71K","0.00%"
"Aug 06, 2007","4.400","4.400","6.000","4.400","106.92K","-8.33%"
"Aug 02, 2007","4.800","4.800","5.120","4.800","6.20K","0.00%"
"Aug 01, 2007","4.800","4.800","4.800","4.800","4.06K","-17.24%"
"Jul 31, 2007","5.800","5.800","5.800","5.400","4.38K","20.83%"
"Jul 30, 2007","4.800","4.800","5.360","4.800","1.64K","0.00%"
"Jul 27, 2007","4.800","4.800","4.800","4.800","28.50K","-4.00%"
"Jul 26, 2007","5.000","5.000","5.000","5.000","1.63K","0.00%"
"Jul 25, 2007","5.000","5.000","5.000","5.000","36.32K","0.00%"
"Jul 24, 2007","5.000","5.000","5.000","5.000","17.45K","-3.85%"
"Jul 23, 2007","5.200","5.200","5.200","5.200","20.42K","-9.60%"
"Jul 20, 2007","5.752","5.752","5.752","5.752","4.67K","0.70%"
"Jul 19, 2007","5.712","5.712","5.712","5.000","3.50K","9.01%"
"Jul 18, 2007","5.240","5.240","5.240","5.240","10.46K","-7.49%"
"Jul 17, 2007","5.664","5.664","5.680","5.480","6.59K","-0.98%"
"Jul 16, 2007","5.720","5.720","5.720","4.800","2.94K","0.14%"
"Jul 13, 2007","5.712","5.712","5.712","5.600","4.10K","1.13%"
"Jul 12, 2007","5.648","5.648","5.648","5.320","1.40K","0.14%"
"Jul 11, 2007","5.640","5.640","5.728","5.640","14.94K","-1.26%"
"Jul 09, 2007","5.712","5.712","5.720","5.320","21.20K","7.37%"
"Jul 06, 2007","5.320","5.320","5.320","5.320","0.24K","-6.07%"
"Jul 05, 2007","5.664","5.664","5.664","5.360","7.81K","-0.28%"
"Jul 03, 2007","5.680","5.680","5.680","5.000","4.97K","13.60%"
"Jul 02, 2007","5.000","5.000","5.000","5.000","16.49K","-3.85%"
"Jun 29, 2007","5.200","5.200","5.200","5.200","16.16K","-3.70%"
"Jun 28, 2007","5.400","5.400","5.400","5.200","5.05K","0.00%"
"Jun 26, 2007","5.400","5.400","5.800","5.400","20.92K","0.75%"
"Jun 25, 2007","5.360","5.360","5.800","5.360","36.44K","-7.59%"
"Jun 22, 2007","5.800","5.800","5.800","5.784","7.80K","7.41%"
"Jun 20, 2007","5.400","5.400","5.400","5.400","6.44K","0.00%"
"Jun 18, 2007","5.400","5.400","5.400","5.400","0.27K","-4.39%"
"Jun 15, 2007","5.648","5.648","5.656","5.648","5.09K","1.29%"
"Jun 14, 2007","5.576","5.576","5.576","5.576","5.89K","-0.69%"
